Science Activity Number;Science Activity Closed;Device Operation Number;Device Operation;Device Operation Closed;Device Operation Label;Device Shortname;Underway;Event Time;Event Comment;Action;Latitude;Longitude;Depth (m);Speed (kn);Course;Wind Dir;Wind Velocity;Winch;Rope Length (m)
82;t;1;M203_82-1;t;CTD;CTD;f;23.08.24 05:44;;on deck;05∞ 44,673' N;024∞ 42,019' W;4419;1;207;189.0;4.9;03;0
83;t;1;M203_83-1;t;BLN;BLN;f;23.08.24 04:50;released;information;05∞ 44,719' N;024∞ 41,977' W;4422;0;298;189.0;5.2;03;1185
84;t;1;M203_84-1;t;BLN;BLN;f;23.08.24 07:50;released;information;05∞ 25,550' N;024∞ 45,069' W;4393;9;190;206.0;4.1;03;0
85;t;1;M203_85-1;t;BLN;BLN;f;23.08.24 10:48;released;information;04∞ 56,267' N;024∞ 50,184' W;4321;10;193;186.0;4.7;03;0
86;t;1;M203_86-1;t;MSS;MSS;f;23.08.24 12:32;;in the water;04∞ 40,216' N;024∞ 52,893' W;4297;2;182;195.0;3.9;03;0
86;t;1;M203_86-1;t;MSS;MSS;f;23.08.24 13:08;;on deck;04∞ 39,093' N;024∞ 52,743' W;4314;2;174;200.0;5.6;03;0
87;t;1;M203_87-1;t;CTD;CTD;f;23.08.24 13:15;W3, clean ship;in the water;04∞ 39,050' N;024∞ 52,735' W;4314;0;345;178.0;4.4;03;15
87;t;1;M203_87-1;t;CTD;CTD;f;23.08.24 13:59;SLmax = 2030m;max depth/on ground;04∞ 39,072' N;024∞ 52,740' W;4313;0;124;192.0;5.2;03;2030
87;t;1;M203_87-1;t;CTD;CTD;f;23.08.24 14:36;;on deck;04∞ 39,059' N;024∞ 52,738' W;4313;1;334;197.0;5.6;03;0
88;t;1;M203_88-1;t;BLN;BLN;f;23.08.24 13:52;released;information;04∞ 39,080' N;024∞ 52,741' W;4313;0;183;194.0;4.8;03;1633
89;t;1;M203_89-1;t;BLN;BLN;f;23.08.24 16:50;released;information;04∞ 59,359' N;024∞ 52,452' W;4339;10;2;204.0;5.0;03;0
90;t;1;M203_90-1;t;BLN;BLN;f;23.08.24 19:50;released;information;05∞ 29,752' N;024∞ 48,333' W;4462;11;5;203.0;4.1;03;0
91;t;1;M203_91-1;t;MSS;MSS;f;23.08.24 21:19;;in the water;05∞ 42,089' N;024∞ 46,281' W;4392;1;167;103.0;1.6;03;0
91;t;1;M203_91-1;t;MSS;MSS;f;23.08.24 21:51;;on deck;05∞ 41,175' N;024∞ 46,047' W;4388;2;159;287.0;1.1;03;0
92;t;1;M203_92-1;t;CTD;CTD;f;23.08.24 21:56;W3, clean ship;in the water;05∞ 41,109' N;024∞ 46,029' W;4390;1;137;275.0;1.8;03;2
92;t;1;M203_92-1;t;CTD;CTD;f;23.08.24 22:12;SLmax = 608m;max depth/on ground;05∞ 41,109' N;024∞ 46,029' W;4391;0;20;268.0;1.5;03;607
92;t;1;M203_92-1;t;CTD;CTD;f;23.08.24 22:42;;on deck;05∞ 41,045' N;024∞ 46,013' W;4390;0;180;180.0;1.9;03;0
93;t;1;M203_93-1;t;BLN;BLN;f;23.08.24 22:50;released;information;05∞ 40,817' N;024∞ 45,936' W;4388;4;163;187.0;2.9;03;0
94;t;1;M203_94-1;t;BLN;BLN;f;24.08.24 01:50;released;information;05∞ 52,847' N;024∞ 45,169' W;4392;10;7;218.0;0.8;03;0
95;t;1;M203_95-1;t;BLN;BLN;f;24.08.24 04:50;released;information;06∞ 23,146' N;024∞ 41,014' W;4220;10;7;240.0;2.1;03;0
96;t;1;M203_96-1;t;MSS;MSS;f;24.08.24 06:07;;in the water;06∞ 33,345' N;024∞ 38,982' W;4207;2;135;282.0;4.2;03;0
96;t;1;M203_96-1;t;MSS;MSS;f;24.08.24 06:47;;on deck;06∞ 32,638' N;024∞ 37,987' W;4223;2;127;283.0;3.9;03;0
97;t;1;M203_97-1;t;CTD;CTD;f;24.08.24 06:54;W3, clean ship;in the water;06∞ 32,640' N;024∞ 37,914' W;4227;1;40;286.0;4.4;03;0
97;t;1;M203_97-1;t;CTD;CTD;f;24.08.24 07:34;SLmax = 2031m;max depth/on ground;06∞ 32,661' N;024∞ 37,678' W;4227;0;71;304.0;3.3;03;2031
97;t;1;M203_97-1;t;CTD;CTD;f;24.08.24 08:13;;on deck;06∞ 32,679' N;024∞ 37,471' W;4256;0;108;275.0;4.2;03;0
98;t;1;M203_98-1;t;BLN;BLN;f;24.08.24 07:51;released;information;06∞ 32,669' N;024∞ 37,593' W;4255;1;146;283.0;5.0;03;1060
99;t;1;M203_99-1;t;BLN;BLN;f;24.08.24 10:46;released;information;06∞ 56,544' N;024∞ 36,430' W;4170;10;8;288.0;3.9;03;0
100;t;1;M203_100-1;t;BLN;BLN;f;24.08.24 13:50;released;information;07∞ 27,672' N;024∞ 32,153' W;4025;10;8;290.0;4.1;03;0
101;t;1;M203_101-1;t;MSS;MSS;f;24.08.24 14:33;;in the water;07∞ 33,989' N;024∞ 31,339' W;4755;2;354;267.0;4.8;03;0
101;t;1;M203_101-1;t;MSS;MSS;f;24.08.24 15:17;;on deck;07∞ 35,140' N;024∞ 31,056' W;4811;1;11;278.0;5.1;03;0
102;t;1;M203_102-1;t;CTD;CTD;f;24.08.24 15:24;W3, clean ship;in the water;07∞ 35,186' N;024∞ 30,989' W;4848;0;287;272.0;5.9;03;4
102;t;1;M203_102-1;t;CTD;CTD;f;24.08.24 16:03;SLmax = 2035m;max depth/on ground;07∞ 35,177' N;024∞ 30,994' W;4830;0;23;265.0;6.4;03;2035
102;t;1;M203_102-1;t;CTD;CTD;f;24.08.24 16:43;;on deck;07∞ 35,201' N;024∞ 30,987' W;4840;0;25;254.0;5.0;03;0
103;t;1;M203_103-1;t;BLN;BLN;f;24.08.24 16:50;released;information;07∞ 35,274' N;024∞ 31,043' W;4846;3;354;268.0;5.7;03;0
104;t;1;M203_104-1;t;BLN;BLN;f;24.08.24 19:50;released;information;08∞ 02,100' N;024∞ 27,419' W;4954;10;8;335.0;3.1;03;0
105;t;1;M203_105-1;t;BLN;BLN;f;24.08.24 22:49;released;information;08∞ 32,161' N;024∞ 23,276' W;4686;11;7;233.0;8.2;03;0
106;t;1;M203_106-1;t;CTD;CTD;f;25.08.24 00:08;W3, clean ship;information;08∞ 43,502' N;024∞ 21,717' W;5080;0;242;261.0;4.9;03;4
106;t;1;M203_106-1;t;CTD;CTD;f;25.08.24 00:47;SLmax = 2028m;max depth/on ground;08∞ 43,502' N;024∞ 21,719' W;5080;0;346;281.0;5.6;03;2028
106;t;1;M203_106-1;t;CTD;CTD;f;25.08.24 01:25;;on deck;08∞ 43,502' N;024∞ 21,720' W;5079;1;156;294.0;5.0;03;0
107;t;1;M203_107-1;t;MSS;MSS;f;25.08.24 01:36;;in the water;08∞ 43,408' N;024∞ 21,757' W;5080;1;194;296.0;5.0;03;0
107;t;1;M203_107-1;t;MSS;MSS;f;25.08.24 02:18;;on deck;08∞ 42,816' N;024∞ 22,096' W;5083;1;207;288.0;5.6;03;0
108;t;1;M203_108-1;t;BLN;BLN;f;25.08.24 01:50;released;information;08∞ 43,232' N;024∞ 21,858' W;5081;1;204;286.0;5.8;03;0
109;t;1;M203_109-1;t;BLN;BLN;f;25.08.24 04:50;released;information;09∞ 05,216' N;024∞ 18,716' W;5073;10;8;328.0;6.3;03;0
110;t;1;M203_110-1;t;BLN;BLN;f;25.08.24 07:50;released;information;09∞ 34,865' N;024∞ 14,619' W;5271;10;8;354.0;2.4;03;0
111;t;1;M203_111-1;t;MSS;MSS;f;25.08.24 09:01;;in the water;09∞ 45,510' N;024∞ 13,316' W;5296;1;206;351.0;3.5;03;0
111;t;1;M203_111-1;t;MSS;MSS;f;25.08.24 09:37;;on deck;09∞ 45,608' N;024∞ 13,629' W;5319;0;326;356.0;4.2;03;0
112;t;1;M203_112-1;t;CTD;CTD;f;25.08.24 09:43;W3, clean ship;in the water;09∞ 45,618' N;024∞ 13,639' W;5299;0;156;334.0;4.0;03;3
112;t;1;M203_112-1;t;CTD;CTD;f;25.08.24 10:22;SLmax = 2028m;max depth/on ground;09∞ 45,615' N;024∞ 13,634' W;5300;0;341;341.0;4.4;03;2027
112;t;1;M203_112-1;t;CTD;CTD;f;25.08.24 11:02;;on deck;09∞ 45,615' N;024∞ 13,632' W;5309;0;262;321.0;4.1;03;0
113;t;1;M203_113-1;t;BLN;BLN;f;25.08.24 10:46;released;information;09∞ 45,613' N;024∞ 13,635' W;5297;0;306;344.0;4.2;03;808
114;t;1;M203_114-1;t;BLN;BLN;f;25.08.24 13:50;released ;information;10∞ 08,330' N;024∞ 09,988' W;5256;10;8;308.0;3.4;03;0
115;t;1;M203_115-1;t;BLN;BLN;f;25.08.24 16:50;released;information;10∞ 39,089' N;024∞ 05,725' W;5092;10;8;214.0;6.1;03;0
116;t;1;M203_116-1;t;CTD;CTD;f;25.08.24 17:00;W3, clean ship;in the water;10∞ 39,490' N;024∞ 06,019' W;5035;1;335;207.0;7.7;03;0
116;t;1;M203_116-1;t;CTD;CTD;f;25.08.24 17:17;SLmax = 602m;max depth/on ground;10∞ 39,500' N;024∞ 06,012' W;5034;0;296;213.0;7.6;03;602
116;t;1;M203_116-1;t;CTD;CTD;f;25.08.24 17:42;;on deck;10∞ 39,499' N;024∞ 06,015' W;5055;0;277;249.0;4.3;03;0
117;t;1;M203_117-1;t;BLN;BLN;f;25.08.24 19:51;Released;information;10∞ 44,594' N;024∞ 06,014' W;5233;11;245;295.0;4.3;03;0
118;t;1;M203_118-1;t;BLN;BLN;f;25.08.24 22:50;released;information;11∞ 08,848' N;024∞ 01,796' W;5159;7;8;36.0;4.2;03;0
119;t;1;M203_119-1;t;BLN;BLN;f;26.08.24 01:50;released;information;11∞ 23,492' N;023∞ 59,762' W;5191;6;6;57.0;6.6;03;0
120;t;1;M203_120-1;t;CTD;CTD;f;26.08.24 02:16;W3, clean ship;in the water;11∞ 25,151' N;023∞ 59,411' W;5193;0;330;56.0;6.6;03;20
120;t;1;M203_120-1;t;CTD;CTD;f;26.08.24 02:54;SLmax = 2029m;max depth/on ground;11∞ 25,146' N;023∞ 59,422' W;5193;0;16;61.0;4.6;03;2028
120;t;1;M203_120-1;t;CTD;CTD;f;26.08.24 03:31;;on deck;11∞ 25,162' N;023∞ 59,394' W;5195;0;166;65.0;4.4;03;0
121;t;1;M203_121-1;t;BLN;BLN;f;26.08.24 04:50;released;information;11∞ 24,291' N;024∞ 00,071' W;5194;8;13;71.0;4.4;03;0
122;t;1;M203_122-1;t;BLN;BLN;f;26.08.24 07:50;Released;information;11∞ 47,353' N;023∞ 56,452' W;5107;9;7;68.0;3.5;03;0
123;t;1;M203_123-1;t;BLN;BLN;f;26.08.24 10:47;released;information;12∞ 10,081' N;023∞ 53,296' W;5010;8;7;92.0;2.2;03;0
124;t;1;M203_124-1;t;CTD;CTD;f;26.08.24 11:17;W3, clean ship;in the water;12∞ 12,736' N;023∞ 52,906' W;5021;1;346;67.0;2.2;03;5
124;t;1;M203_124-1;t;CTD;CTD;f;26.08.24 11:58;SLmax = 2027;max depth/on ground;12∞ 12,740' N;023∞ 52,885' W;5022;0;315;76.0;2.6;03;2027
124;t;1;M203_124-1;t;CTD;CTD;f;26.08.24 12:37;;on deck;12∞ 12,722' N;023∞ 52,923' W;5021;0;63;92.0;1.0;03;0
125;t;1;M203_125-1;t;BLN;BLN;f;26.08.24 13:50;released;information;12∞ 13,347' N;023∞ 52,825' W;5028;6;47;120.0;1.7;03;0
126;t;1;M203_126-1;t;BLN;BLN;f;26.08.24 16:50;released;information;12∞ 39,611' N;023∞ 49,185' W;4902;9;6;197.0;1.9;03;0
127;t;1;M203_127-1;t;CTD;CTD;f;26.08.24 19:14;W3, clean ship;in the water;12∞ 59,957' N;023∞ 46,271' W;4729;0;329;82.0;0.7;03;0
127;t;1;M203_127-1;t;CTD;CTD;f;26.08.24 19:58;SLmax = 2034m;max depth/on ground;13∞ 00,026' N;023∞ 46,258' W;4730;0;139;212.0;2.2;03;2034
127;t;1;M203_127-1;t;CTD;CTD;f;26.08.24 20:35;;on deck;13∞ 00,107' N;023∞ 46,237' W;4729;0;216;287.0;1.7;03;0
128;t;1;M203_128-1;t;BLN;BLN;f;26.08.24 19:51;released;information;13∞ 00,011' N;023∞ 46,261' W;4731;0;321;261.0;1.9;03;1611
129;t;1;M203_129-1;t;MSS;MSS;f;26.08.24 21:30;;in the water;13∞ 01,353' N;023∞ 45,977' W;4730;2;11;252.0;2.0;03;0
129;t;1;M203_129-1;t;MSS;MSS;f;26.08.24 22:27;;on deck;13∞ 02,994' N;023∞ 45,610' W;4720;3;13;286.0;1.7;03;0
130;t;1;M203_130-1;t;BLN;BLN;f;26.08.24 22:50;released;information;13∞ 01,250' N;023∞ 45,769' W;4732;8;193;304.0;2.5;03;0
131;t;1;M203_131-1;t;MSS;MSS;f;26.08.24 23:01;;in the water;13∞ 01,173' N;023∞ 45,961' W;4730;2;27;309.0;2.1;03;0
131;t;1;M203_131-1;t;MSS;MSS;f;26.08.24 23:57;;on deck;13∞ 02,791' N;023∞ 45,582' W;4724;2;6;325.0;2.6;03;0
132;t;1;M203_132-1;t;MSS;MSS;f;27.08.24 00:29;;in the water;13∞ 01,300' N;023∞ 45,902' W;4730;2;17;270.0;1.9;03;0
132;t;1;M203_132-1;t;MSS;MSS;f;27.08.24 01:29;;on deck;13∞ 03,008' N;023∞ 45,522' W;4721;3;359;21.0;0.2;03;0
133;t;1;M203_133-1;t;BLN;BLN;f;27.08.24 01:50;released;information;13∞ 03,221' N;023∞ 45,055' W;4700;6;266;334.0;1.2;03;0
134;t;1;M203_134-1;t;MSS;MSS;f;27.08.24 02:39;;in the water;13∞ 01,139' N;023∞ 45,904' W;4730;2;22;248.0;2.4;03;0
134;t;1;M203_134-1;t;MSS;MSS;f;27.08.24 03:56;;on deck;13∞ 03,349' N;023∞ 45,430' W;4717;2;17;293.0;2.6;03;0
135;t;1;M203_135-1;t;MSS;MSS;f;27.08.24 04:30;;in the water;13∞ 01,108' N;023∞ 45,941' W;4729;2;18;216.0;4.6;03;0
135;t;1;M203_135-1;t;MSS;MSS;f;27.08.24 05:38;;on deck;13∞ 02,820' N;023∞ 45,545' W;4722;2;2;87.0;1.1;03;0
136;t;1;M203_136-1;t;BLN;BLN;f;27.08.24 04:50;released;information;13∞ 01,626' N;023∞ 45,845' W;4731;1;40;258.0;0.5;03;0
137;t;1;M203_137-1;t;MSS;MSS;f;27.08.24 06:10;;in the water;13∞ 01,048' N;023∞ 45,897' W;4730;2;7;73.0;1.4;03;0
137;t;1;M203_137-1;t;MSS;MSS;f;27.08.24 07:11;;on deck;13∞ 02,309' N;023∞ 45,650' W;4726;1;0;131.0;2.8;03;0
138;t;1;M203_138-1;t;BLN;BLN;f;27.08.24 07:51;released;information;13∞ 01,933' N;023∞ 45,563' W;4731;6;195;118.0;2.1;03;0
139;t;1;M203_139-1;t;MSS;MSS;f;27.08.24 08:07;;in the water;13∞ 01,047' N;023∞ 45,938' W;4729;1;27;112.0;2.7;03;0
139;t;1;M203_139-1;t;MSS;MSS;f;27.08.24 09:08;;on deck;13∞ 02,254' N;023∞ 45,702' W;4733;1;9;137.0;2.1;03;0
140;t;1;M203_140-1;t;MSS;MSS;f;27.08.24 09:41;;in the water;13∞ 01,167' N;023∞ 45,903' W;4729;1;32;168.0;2.0;03;0
140;t;1;M203_140-1;t;MSS;MSS;f;27.08.24 10:47;;on deck;13∞ 02,397' N;023∞ 45,618' W;4728;1;6;194.0;3.6;03;0
141;t;1;M203_141-1;t;BLN;BLN;f;27.08.24 10:46;released;information;13∞ 02,380' N;023∞ 45,621' W;4729;1;50;209.0;2.9;03;0
142;t;1;M203_142-1;t;MSS;MSS;f;27.08.24 11:18;;in the water;13∞ 01,099' N;023∞ 45,905' W;4730;1;22;210.0;3.5;03;0
142;t;1;M203_142-1;t;MSS;MSS;f;27.08.24 12:16;;on deck;13∞ 02,236' N;023∞ 45,651' W;4729;1;11;190.0;2.9;03;0
143;t;1;M203_143-1;t;MSS;MSS;f;27.08.24 12:50;;in the water;13∞ 01,213' N;023∞ 45,934' W;4731;1;15;218.0;4.2;03;0
143;t;1;M203_143-1;t;MSS;MSS;f;27.08.24 13:57;;on deck;13∞ 02,783' N;023∞ 45,595' W;4724;1;40;229.0;4.1;03;0
144;t;1;M203_144-1;t;BLN;BLN;f;27.08.24 13:50;released;information;13∞ 02,607' N;023∞ 45,636' W;4725;2;6;205.0;5.6;03;0
145;t;1;M203_145-1;t;BLN;BLN;f;27.08.24 15:50;released;information;13∞ 00,559' N;023∞ 31,918' W;4685;9;109;243.0;4.0;03;0
146;t;1;M203_146-1;t;CTD;CTD;f;27.08.24 18:05;W3, clean ship;in the water;13∞ 00,000' N;023∞ 30,000' W;4675;0;203;270.0;5.4;03;16
146;t;1;M203_146-1;t;CTD;CTD;f;27.08.24 18:44;SLmax = 2029m;max depth/on ground;12∞ 59,999' N;023∞ 30,001' W;4674;1;167;276.0;5.1;03;2028
146;t;1;M203_146-1;t;CTD;CTD;f;27.08.24 19:30;;on deck;12∞ 59,998' N;023∞ 30,001' W;4674;0;217;266.0;5.5;03;0
147;t;1;M203_147-1;t;BLN;BLN;f;27.08.24 19:50;released;information;13∞ 01,412' N;023∞ 30,023' W;4662;8;359;259.0;4.8;03;0
148;t;1;M203_148-1;t;BLN;BLN;f;27.08.24 21:51;released;information;13∞ 19,757' N;023∞ 30,357' W;4545;9;357;287.0;5.5;03;0
149;t;1;M203_149-1;t;BLN;BLN;f;28.08.24 01:50;released;information;13∞ 56,779' N;023∞ 30,036' W;4288;10;359;5.0;4.1;03;0
150;t;1;M203_150-1;t;BLN;BLN;f;28.08.24 04:50;released;information;14∞ 25,015' N;023∞ 30,050' W;4020;7;0;33.0;2.5;03;0
151;t;1;M203_151-1;t;BLN;BLN;f;28.08.24 07:50;released;information;14∞ 46,937' N;023∞ 30,060' W;2904;8;360;38.0;4.8;03;0
152;t;1;M203_152-1;t;BLN;BLN;f;28.08.24 12:08;released;information;14∞ 47,514' N;023∞ 28,879' W;3007;9;173;40.0;7.4;03;0
153;t;1;M203_153-1;t;BLN;BLN;f;28.08.24 13:50;released;information;14∞ 30,907' N;023∞ 26,406' W;3915;10;172;3.0;3.8;03;0
154;t;1;M203_154-1;t;BLN;BLN;f;28.08.24 16:50;released;information;14∞ 01,974' N;023∞ 22,103' W;4262;10;172;342.0;4.4;03;0
155;t;1;M203_155-1;t;BLN;BLN;f;28.08.24 19:50;released;information;13∞ 32,389' N;023∞ 17,718' W;4486;9;170;13.0;4.2;03;0
156;t;1;M203_156-1;t;BLN;BLN;f;28.08.24 22:49;released;information;13∞ 03,140' N;023∞ 13,387' W;4690;10;172;328.0;5.4;03;0
157;t;1;M203_157-1;t;MSS;MSS;f;28.08.24 23:24;;in the water;12∞ 58,498' N;023∞ 12,982' W;4727;1;230;348.0;5.4;03;0
157;t;1;M203_157-1;t;MSS;MSS;f;28.08.24 23:56;;on deck;12∞ 58,092' N;023∞ 12,971' W;4731;0;136;343.0;4.2;03;0
158;t;1;M203_158-1;t;CTD;CTD;f;29.08.24 00:02;W3, clean ship;in the water;12∞ 58,089' N;023∞ 12,972' W;4732;0;348;330.0;4.5;03;2
158;t;1;M203_158-1;t;CTD;CTD;f;29.08.24 00:41;SLmax = 2031m;max depth/on ground;12∞ 58,086' N;023∞ 12,965' W;4731;0;15;343.0;4.5;03;2030
158;t;1;M203_158-1;t;CTD;CTD;f;29.08.24 01:19;;on deck;12∞ 58,062' N;023∞ 12,956' W;4733;0;24;355.0;5.0;03;0
159;t;1;M203_159-1;t;BLN;BLN;f;29.08.24 01:50;released;information;12∞ 57,846' N;023∞ 12,864' W;4731;2;225;343.0;5.6;03;0
160;t;1;M203_160-1;t;CTD;CTD;f;29.08.24 02:10;W3, clean ship ;in the water;12∞ 58,077' N;023∞ 12,966' W;4732;0;216;331.0;6.0;03;19
160;t;1;M203_160-1;t;CTD;CTD;f;29.08.24 02:15;SLmax = 114m;max depth/on ground;12∞ 58,079' N;023∞ 12,968' W;4729;0;265;331.0;6.1;03;109
160;t;1;M203_160-1;t;CTD;CTD;f;29.08.24 02:23;;on deck;12∞ 58,048' N;023∞ 12,967' W;4734;0;301;324.0;6.6;03;0
161;t;1;M203_161-1;t;BLN;BLN;f;29.08.24 04:50;released;information;12∞ 35,609' N;023∞ 09,552' W;4872;11;201;323.0;6.9;10;0
162;t;1;M203_162-1;t;BLN;BLN;f;29.08.24 07:50;released;information;12∞ 08,247' N;022∞ 55,826' W;5008;10;150;342.0;4.5;10;0
163;t;1;M203_163-1;t;BLN;BLN;f;29.08.24 10:46;released;information;11∞ 42,752' N;022∞ 40,599' W;5030;10;146;330.0;5.5;10;0
164;t;1;M203_164-1;t;GLIDER;GLIDER;f;29.08.24 12:45;Boot zu Wasser;information;11∞ 30,970' N;022∞ 29,430' W;5058;0;23;324.0;4.7;10;0
164;t;1;M203_164-1;t;GLIDER;GLIDER;f;29.08.24 13:12;Boat and Glider on deck;information;11∞ 31,444' N;022∞ 29,076' W;5057;1;59;335.0;4.0;10;0
165;t;1;M203_165-1;t;BLN;BLN;f;29.08.24 13:48;released;information;11∞ 30,734' N;022∞ 29,583' W;5059;2;267;302.0;3.7;04;0
166;t;1;M203_166-1;t;DRIFT;DRIFT;f;29.08.24 13:59;Kopfboje an Deck;on deck;11∞ 30,910' N;022∞ 29,699' W;5059;1;352;283.0;2.3;04;0
166;t;1;M203_166-1;t;DRIFT;DRIFT;f;29.08.24 14:08;Ankerstein an Deck;on deck;11∞ 30,975' N;022∞ 29,671' W;5058;1;37;241.0;5.7;04;0
167;t;1;M203_167-1;t;BLN;BLN;f;29.08.24 16:50;released;information;11∞ 29,643' N;022∞ 51,960' W;5090;10;271;212.0;8.4;04;0
168;t;1;M203_168-1;t;GLIDER;GLIDER;f;29.08.24 18:02;gesichtet;information;11∞ 30,922' N;023∞ 02,428' W;5101;5;21;202.0;8.1;04;0
168;t;1;M203_168-1;t;GLIDER;GLIDER;f;29.08.24 18:31;;on deck;11∞ 31,400' N;023∞ 02,012' W;5099;0;182;201.0;7.8;04;0
169;t;1;M203_169-1;t;MSS;MSS;f;29.08.24 18:53;;in the water;11∞ 31,360' N;023∞ 02,065' W;5098;1;235;189.0;8.2;04;0
169;t;1;M203_169-1;t;MSS;MSS;f;29.08.24 19:38;;on deck;11∞ 31,551' N;023∞ 02,628' W;5099;1;313;212.0;8.3;04;0
170;t;1;M203_170-1;t;CTD;CTD;f;29.08.24 19:43;W3, clean ship;in the water;11∞ 31,566' N;023∞ 02,649' W;5097;0;73;212.0;8.0;03;0
170;t;1;M203_170-1;t;CTD;CTD;f;29.08.24 20:23;SLmax = 2029m;max depth/on ground;11∞ 31,568' N;023∞ 02,654' W;5097;0;297;219.0;8.3;03;2028
170;t;1;M203_170-1;t;CTD;CTD;f;29.08.24 21:00;;on deck;11∞ 31,568' N;023∞ 02,651' W;5096;1;156;212.0;7.4;03;0
171;t;1;M203_171-1;t;BLN;BLN;f;29.08.24 19:50;released;information;11∞ 31,567' N;023∞ 02,653' W;5097;0;357;219.0;8.8;03;125
172;t;1;M203_172-1;t;BLN;BLN;f;29.08.24 22:50;released;information;11∞ 30,704' N;023∞ 18,199' W;5133;11;269;220.0;7.0;03;0
173;t;1;M203_173-1;t;MSS;MSS;f;30.08.24 00:43;;in the water;11∞ 30,207' N;023∞ 34,566' W;5142;1;302;233.0;7.9;03;0
173;t;1;M203_173-1;t;MSS;MSS;f;30.08.24 01:30;;on deck;11∞ 30,074' N;023∞ 34,699' W;5142;0;124;232.0;9.0;03;0
174;t;1;M203_174-1;t;CTD;CTD;f;30.08.24 01:40;W3, clean ship;in the water;11∞ 30,038' N;023∞ 34,697' W;5142;0;331;238.0;7.8;03;3
174;t;1;M203_174-1;t;CTD;CTD;f;30.08.24 01:56;SLmax = 606m;max depth/on ground;11∞ 30,005' N;023∞ 34,699' W;5143;0;197;227.0;7.6;03;605
174;t;1;M203_174-1;t;CTD;CTD;f;30.08.24 02:19;;on deck;11∞ 30,005' N;023∞ 34,698' W;5142;0;232;240.0;6.7;03;0
175;t;1;M203_175-1;t;BLN;BLN;f;30.08.24 01:50;released;information;11∞ 30,004' N;023∞ 34,698' W;5142;0;131;235.0;7.5;03;249
176;t;1;M203_176-1;t;CTD;CTD;f;30.08.24 02:36;W3;in the water;11∞ 30,011' N;023∞ 34,699' W;5143;1;1;233.0;8.6;03;2
176;t;1;M203_176-1;t;CTD;CTD;f;30.08.24 02:46;SLmax = 302m;max depth/on ground;11∞ 30,011' N;023∞ 34,698' W;5142;0;154;238.0;8.1;03;302
176;t;1;M203_176-1;t;CTD;CTD;f;30.08.24 03:00;;on deck;11∞ 30,012' N;023∞ 34,697' W;5142;0;183;230.0;8.8;03;0
177;t;1;M203_177-1;t;BLN;BLN;f;30.08.24 02:50;released;information;11∞ 30,011' N;023∞ 34,699' W;5143;0;147;227.0;8.4;03;200
178;t;1;M203_178-1;t;BLN;BLN;f;30.08.24 04:50;released;information;11∞ 26,761' N;023∞ 26,552' W;5139;11;106;245.0;7.3;03;0
179;t;1;M203_179-1;t;DRIFT;DRIFT;f;30.08.24 09:00;gesichtet;information;11∞ 13,481' N;022∞ 46,005' W;5086;6;108;262.0;9.3;04;0
179;t;1;M203_179-1;t;DRIFT;DRIFT;f;30.08.24 09:20;Kopfboje an Deck;on deck;11∞ 13,669' N;022∞ 46,007' W;5085;1;259;250.0;9.3;04;0
179;t;1;M203_179-1;t;DRIFT;DRIFT;f;30.08.24 10:09;Ankerstein an Deck;on deck;11∞ 13,456' N;022∞ 45,693' W;5086;2;155;244.0;7.4;04;0
180;t;1;M203_180-1;t;UAV;UAV;f;30.08.24 10:35;;profile start;11∞ 13,404' N;022∞ 45,663' W;5085;0;158;247.0;9.3;10;0
180;t;1;M203_180-1;t;UAV;UAV;f;30.08.24 11:13;;profile end;11∞ 13,405' N;022∞ 45,662' W;5084;0;233;242.0;6.9;10;0
181;t;1;M203_181-1;t;BLN;BLN;f;30.08.24 10:47;released;information;11∞ 13,404' N;022∞ 45,663' W;5086;0;322;244.0;7.7;10;0
182;t;1;M203_182-1;t;BLN;BLN;f;30.08.24 13:50;released;information;10∞ 57,303' N;023∞ 02,512' W;5144;11;191;255.0;7.8;10;0
183;t;1;M203_183-1;t;MSS;MSS;f;30.08.24 16:06;;in the water;10∞ 36,770' N;023∞ 06,229' W;5167;1;241;236.0;6.6;10;0
183;t;1;M203_183-1;t;MSS;MSS;f;30.08.24 16:45;;on deck;10∞ 36,091' N;023∞ 06,338' W;5167;2;174;234.0;7.5;03;0
184;t;1;M203_184-1;t;BLN;BLN;f;30.08.24 16:49;released;information;10∞ 36,039' N;023∞ 06,303' W;5166;1;160;242.0;6.4;03;0
185;t;1;M203_185-1;t;CTD;CTD;f;30.08.24 16:51;W3, clean ship;in the water;10∞ 36,019' N;023∞ 06,293' W;5569;0;172;246.0;6.4;03;0
185;t;1;M203_185-1;t;CTD;CTD;f;30.08.24 17:32;SLmax = 2071m;max depth/on ground;10∞ 35,777' N;023∞ 06,147' W;5166;0;44;227.0;6.9;03;2071
185;t;1;M203_185-1;t;CTD;CTD;f;30.08.24 18:35;;on deck;10∞ 35,777' N;023∞ 06,148' W;5168;0;320;246.0;6.3;03;0
186;t;1;M203_186-1;t;UAV;UAV;f;30.08.24 17:40;;profile start;10∞ 35,778' N;023∞ 06,149' W;5166;0;349;227.0;7.7;03;2071
186;t;1;M203_186-1;t;UAV;UAV;f;30.08.24 18:33;;profile end;10∞ 35,777' N;023∞ 06,150' W;5168;0;163;235.0;6.2;03;3
