Science Activity Number;Science Activity Closed;Device Operation Number;Device Operation;Device Operation Closed;Device Operation Label;Device Shortname;Underway;Event Time;Event Comment;Action;Latitude;Longitude;Depth (m);Speed (kn);Course;Wind Dir;Wind Velocity;Winch;Rope Length (m)
332;t;1;M203_332-1;t;CTD;CTD;f;09.09.24 04:38;;on deck;14∞ 47,245' N;037∞ 40,723' W;5617;1;327;59.0;6.0;03;0
333;t;1;M203_333-1;t;BLN;BLN;f;09.09.24 04:50;released;information;14∞ 46,472' N;037∞ 40,626' W;5630;10;174;91.0;7.7;03;0
334;t;1;M203_334-1;t;BLN;BLN;f;09.09.24 07:51;released;information;14∞ 15,955' N;037∞ 35,348' W;5115;10;175;2.0;1.7;03;0
335;t;1;M203_335-1;t;BLN;BLN;f;09.09.24 10:53;released;information;13∞ 46,368' N;037∞ 30,256' W;5402;3;201;206.0;3.7;03;0
336;t;1;M203_336-1;t;MSS;MSS;f;09.09.24 10:57;;in the water;13∞ 46,246' N;037∞ 30,223' W;5390;1;176;200.0;5.0;03;0
336;t;1;M203_336-1;t;MSS;MSS;f;09.09.24 11:22;;on deck;13∞ 45,785' N;037∞ 30,020' W;5530;1;176;234.0;1.4;03;0
337;t;1;M203_337-1;t;CTD;CTD;f;09.09.24 11:30;W3, clean ship;in the water;13∞ 45,744' N;037∞ 30,014' W;5517;0;82;220.0;1.9;03;0
337;t;1;M203_337-1;t;CTD;CTD;f;09.09.24 12:10;SLmax = 2028m;max depth/on ground;13∞ 45,719' N;037∞ 30,059' W;5533;0;332;291.0;1.7;03;2027
337;t;1;M203_337-1;t;CTD;CTD;f;09.09.24 12:46;;on deck;13∞ 45,710' N;037∞ 30,069' W;5560;0;285;180.0;1.1;03;0
338;t;1;M203_338-1;t;UAV;UAV;f;09.09.24 11:31;;profile start;13∞ 45,746' N;037∞ 30,014' W;5518;0;10;268.0;1.6;03;17
338;t;1;M203_338-1;t;UAV;UAV;f;09.09.24 11:33;Drone abgest¸rzt;information;13∞ 45,735' N;037∞ 30,020' W;5520;1;233;254.0;1.7;03;28
338;t;1;M203_338-1;t;UAV;UAV;f;09.09.24 11:36;Drone vollst‰ndig geborgen;information;13∞ 45,730' N;037∞ 30,037' W;5525;0;264;240.0;2.1;03;99
339;t;1;M203_339-1;t;BLN;BLN;f;09.09.24 13:50;released;information;13∞ 39,317' N;037∞ 28,781' W;5814;10;166;181.0;3.0;03;0
340;t;1;M203_340-1;t;BLN;BLN;f;09.09.24 16:50;released;information;13∞ 09,662' N;037∞ 23,560' W;5561;10;170;168.0;0.3;03;0
341;t;1;M203_341-1;t;BLN;BLN;f;09.09.24 19:58;released;information;12∞ 38,346' N;037∞ 15,771' W;5450;10;164;281.0;7.6;03;0
342;t;1;M203_342-1;t;BLN;BLN;f;09.09.24 22:48;released;information;12∞ 10,802' N;037∞ 08,086' W;5548;10;163;330.0;2.2;03;0
343;t;1;M203_343-1;t;MSS;MSS;f;09.09.24 22:58;;profile start;12∞ 10,128' N;037∞ 07,921' W;5529;1;174;25.0;2.3;03;0
343;t;1;M203_343-1;t;MSS;MSS;f;09.09.24 23:27;;profile end;12∞ 09,652' N;037∞ 07,950' W;5504;0;187;354.0;1.3;03;0
344;t;1;M203_344-1;t;CTD;CTD;f;09.09.24 23:33;W3, clean ship;in the water;12∞ 09,640' N;037∞ 07,955' W;5499;1;323;11.0;2.0;03;2
344;t;1;M203_344-1;t;CTD;CTD;f;09.09.24 23:50;SLmax = 609m;max depth/on ground;12∞ 09,620' N;037∞ 07,976' W;5497;0;180;28.0;1.7;03;609
344;t;1;M203_344-1;t;CTD;CTD;f;10.09.24 00:15;;on deck;12∞ 09,581' N;037∞ 08,009' W;5494;0;274;33.0;2.2;03;0
345;t;1;M203_345-1;t;BLN;BLN;f;10.09.24 01:50;released;information;11∞ 58,786' N;037∞ 04,734' W;5617;10;165;331.0;2.9;03;0
346;t;1;M203_346-1;t;BLN;BLN;f;10.09.24 04:50;released;information;11∞ 28,885' N;036∞ 56,407' W;4560;10;162;249.0;7.5;03;0
347;t;1;M203_347-1;t;BLN;BLN;f;10.09.24 07:55;released;information;10∞ 58,016' N;036∞ 47,831' W;4727;10;165;325.0;7.8;03;0
348;t;1;M203_348-1;t;BLN;BLN;f;10.09.24 10:50;released;information;10∞ 29,693' N;036∞ 39,971' W;4949;10;167;308.0;6.6;03;0
349;t;1;M203_349-1;t;MSS;MSS;f;10.09.24 10:57;;in the water;10∞ 29,316' N;036∞ 40,060' W;4999;1;226;326.0;6.3;03;0
349;t;1;M203_349-1;t;MSS;MSS;f;10.09.24 11:28;;on deck;10∞ 29,532' N;036∞ 40,034' W;4987;0;30;269.0;5.1;03;0
350;t;1;M203_350-1;t;CTD;CTD;f;10.09.24 11:37;W3, clean ship;in the water;10∞ 29,539' N;036∞ 40,029' W;4970;0;205;281.0;10.9;03;1
350;t;1;M203_350-1;t;CTD;CTD;f;10.09.24 12:17;SLmax = 2030m;max depth/on ground;10∞ 29,538' N;036∞ 40,032' W;4981;0;15;252.0;6.8;03;2029
350;t;1;M203_350-1;t;CTD;CTD;f;10.09.24 12:54;;on deck;10∞ 29,523' N;036∞ 40,019' W;4983;0;50;254.0;6.3;03;0
351;t;1;M203_351-1;t;BLN;BLN;f;10.09.24 16:50;released;information;09∞ 53,936' N;036∞ 30,062' W;4390;10;163;318.0;5.6;03;0
352;t;1;M203_352-1;t;BLN;BLN;f;10.09.24 19:51;released;information;09∞ 24,465' N;036∞ 22,087' W;4364;9;188;346.0;11.7;03;0
353;t;1;M203_353-1;t;BLN;BLN;f;10.09.24 22:47;released;information;08∞ 55,691' N;036∞ 13,721' W;4450;10;154;308.0;8.0;03;0
354;t;1;M203_354-1;t;MSS;MSS;f;10.09.24 22:57;;profile start;08∞ 55,305' N;036∞ 13,658' W;4483;0;289;300.0;6.4;03;0
354;t;1;M203_354-1;t;MSS;MSS;f;10.09.24 23:27;;profile end;08∞ 55,371' N;036∞ 13,972' W;4463;1;277;268.0;5.7;03;0
355;t;1;M203_355-1;t;CTD;CTD;f;10.09.24 23:40;W3, clean ship;in the water;08∞ 55,370' N;036∞ 14,011' W;4431;0;353;267.0;6.2;03;3
355;t;1;M203_355-1;t;CTD;CTD;f;11.09.24 00:03;SLmax = 1017m;max depth/on ground;08∞ 55,370' N;036∞ 14,009' W;4439;0;359;250.0;7.0;03;1016
355;t;1;M203_355-1;t;CTD;CTD;f;11.09.24 00:37;;on deck;08∞ 55,363' N;036∞ 13,932' W;4472;0;48;264.0;6.3;03;0
356;t;1;M203_356-1;t;BLN;BLN;f;11.09.24 01:51;released;information;08∞ 48,556' N;036∞ 10,099' W;4642;10;152;263.0;7.2;03;0
357;t;1;M203_357-1;t;BLN;BLN;f;11.09.24 04:50;released;information;08∞ 21,697' N;035∞ 57,069' W;4239;10;161;242.0;7.9;03;0
358;t;1;M203_358-1;t;BLN;BLN;f;11.09.24 07:48;released;information;08∞ 10,685' N;035∞ 48,381' W;4879;2;43;245.0;6.6;10;0
359;t;1;M203_359-1;t;DRIFT;DRIFT;f;11.09.24 08:13;Kopfboje;on deck;08∞ 10,990' N;035∞ 48,051' W;4881;1;154;208.0;13.8;04;0
359;t;1;M203_359-1;t;DRIFT;DRIFT;f;11.09.24 08:23;;on deck;08∞ 10,894' N;035∞ 47,931' W;4880;1;168;207.0;14.4;04;0
360;t;1;M203_360-1;t;BLN;BLN;f;11.09.24 10:55;released;information;08∞ 09,971' N;036∞ 07,828' W;4525;6;198;225.0;12.1;04;0
361;t;1;M203_361-1;t;GLIDER;GLIDER;f;11.09.24 13:45;Boot ab;in the water;08∞ 12,686' N;036∞ 30,148' W;4843;2;53;230.0;10.7;01;0
361;t;1;M203_361-1;t;GLIDER;GLIDER;f;11.09.24 13:55;Boot & ifm14;on deck;08∞ 12,855' N;036∞ 29,772' W;4861;3;67;225.0;9.1;01;0
362;t;1;M203_362-1;t;BLN;BLN;f;11.09.24 13:50;released;information;08∞ 12,753' N;036∞ 29,983' W;4845;2;83;218.0;9.5;01;0
363;t;1;M203_363-1;t;BLN;BLN;f;11.09.24 16:50;released;information;08∞ 22,144' N;036∞ 53,921' W;3712;10;291;247.0;8.5;01;0
364;t;1;M203_364-1;t;GLIDER;GLIDER;f;11.09.24 19:15;Boot ab;in the water;08∞ 30,367' N;037∞ 11,155' W;3605;2;86;245.0;5.8;01;0
364;t;1;M203_364-1;t;GLIDER;GLIDER;f;11.09.24 19:24;Boot an & ifm09;on deck;08∞ 30,419' N;037∞ 10,922' W;3500;2;77;244.0;5.7;01;0
365;t;1;M203_365-1;t;BLN;BLN;f;11.09.24 19:50;release;information;08∞ 30,771' N;037∞ 13,155' W;3948;9;275;248.0;7.3;04;0
366;t;1;M203_366-1;t;DRIFT;DRIFT;f;11.09.24 20:18;WireWalker gesichtet;information;08∞ 31,274' N;037∞ 17,384' W;4110;4;312;245.0;7.7;04;0
366;t;1;M203_366-1;t;DRIFT;DRIFT;f;11.09.24 20:31;Kopfboje;on deck;08∞ 31,711' N;037∞ 17,005' W;4104;2;74;245.0;6.6;04;0
366;t;1;M203_366-1;t;DRIFT;DRIFT;f;11.09.24 21:02;;on deck;08∞ 31,247' N;037∞ 16,859' W;4107;1;118;233.0;7.2;04;0
367;t;1;M203_367-1;t;BLN;BLN;f;11.09.24 22:46;released;information;08∞ 23,229' N;037∞ 29,116' W;4108;10;234;234.0;7.6;02;0
368;t;1;M203_368-1;t;BLN;BLN;f;12.09.24 01:51;released;information;08∞ 04,512' N;037∞ 54,006' W;3067;10;235;202.0;7.7;02;0
369;t;1;M203_369-1;t;MSS;MSS;f;12.09.24 03:00;;in the water;08∞ 00,032' N;037∞ 59,851' W;3989;0;306;190.0;9.9;02;0
369;t;1;M203_369-1;t;MSS;MSS;f;12.09.24 03:45;;on deck;07∞ 59,885' N;038∞ 00,071' W;4205;1;298;193.0;10.1;02;0
370;t;1;M203_370-1;t;CTD;CTD;f;12.09.24 03:56;W3, clean ship ;in the water;07∞ 59,882' N;038∞ 00,076' W;4255;0;358;186.0;9.7;03;0
370;t;1;M203_370-1;t;CTD;CTD;f;12.09.24 04:36;SLmax = 2000m;max depth/on ground;07∞ 59,879' N;038∞ 00,076' W;4249;1;352;194.0;8.6;03;2000
370;t;1;M203_370-1;t;CTD;CTD;f;12.09.24 05:12;;on deck;07∞ 59,880' N;038∞ 00,075' W;4259;0;215;201.0;9.3;03;0
371;t;1;M203_371-1;t;BLN;BLN;f;12.09.24 04:50;released;information;07∞ 59,879' N;038∞ 00,076' W;4249;1;325;198.0;9.0;03;1146
372;t;1;M203_372-1;t;BLN;BLN;f;12.09.24 07:50;released;information;07∞ 56,471' N;038∞ 00,486' W;4205;0;140;183.0;8.8;03;0
373;t;1;M203_373-1;t;GLIDER;GLIDER;f;12.09.24 10:39;Boot zu Wasser;information;07∞ 56,783' N;037∞ 52,552' W;2914;1;60;175.0;7.6;03;0
373;t;1;M203_373-1;t;GLIDER;GLIDER;f;12.09.24 10:55;Boot und Glider ifm50 an Deck;on deck;07∞ 57,021' N;037∞ 52,234' W;2939;1;59;181.0;6.2;03;0
374;t;1;M203_374-1;t;BLN;BLN;f;12.09.24 10:51;released;information;07∞ 56,968' N;037∞ 52,305' W;2910;1;48;176.0;6.1;03;0
375;t;1;M203_375-1;t;BLN;BLN;f;12.09.24 13:50;released;information;08∞ 02,432' N;038∞ 18,764' W;3234;11;281;192.0;6.5;03;0
376;t;1;M203_376-1;t;BLN;BLN;f;12.09.24 16:50;released;information;08∞ 08,845' N;038∞ 47,120' W;4658;10;280;198.0;7.5;04;0
377;t;1;M203_377-1;t;BLN;BLN;f;12.09.24 19:50;released;information;08∞ 15,506' N;039∞ 16,571' W;4073;9;277;217.0;5.3;04;0
378;t;1;M203_378-1;t;MSS;MSS;f;12.09.24 22:01;;profile start;08∞ 19,919' N;039∞ 36,410' W;4227;1;98;243.0;1.7;04;0
378;t;1;M203_378-1;t;MSS;MSS;f;12.09.24 22:31;;profile end;08∞ 19,926' N;039∞ 36,400' W;4206;0;156;230.0;1.8;03;0
379;t;1;M203_379-1;t;CTD;CTD;f;12.09.24 22:38;W3, clean ship;in the water;08∞ 19,931' N;039∞ 36,394' W;4209;1;94;237.0;1.9;03;0
379;t;1;M203_379-1;t;CTD;CTD;f;12.09.24 23:17;SLmax = 2028m;max depth/on ground;08∞ 19,928' N;039∞ 36,381' W;4216;1;252;281.0;0.5;03;2028
379;t;1;M203_379-1;t;CTD;CTD;f;12.09.24 23:55;;on deck;08∞ 19,931' N;039∞ 36,431' W;4224;0;30;199.0;0.9;03;0
380;t;1;M203_380-1;t;BLN;BLN;f;12.09.24 22:48;released;information;08∞ 19,928' N;039∞ 36,385' W;4210;0;168;261.0;1.5;03;267
381;t;1;M203_381-1;t;BLN;BLN;f;13.09.24 01:54;released;information;08∞ 23,792' N;039∞ 53,239' W;3663;10;284;187.0;2.9;03;0
382;t;1;M203_382-1;t;BLN;BLN;f;13.09.24 04:50;released;information;08∞ 29,760' N;040∞ 19,663' W;3557;9;281;210.0;2.7;03;0
383;t;1;M203_383-1;t;BLN;BLN;f;13.09.24 07:50;released;information;08∞ 36,047' N;040∞ 47,504' W;3510;10;282;216.0;3.7;03;0
384;t;1;M203_384-1;t;MSS;MSS;f;13.09.24 10:30;;profile start;08∞ 41,271' N;041∞ 11,018' W;4039;1;108;192.0;5.6;04;0
384;t;1;M203_384-1;t;MSS;MSS;f;13.09.24 11:02;;profile end;08∞ 41,309' N;041∞ 10,887' W;3849;0;266;198.0;6.0;03;0
385;t;1;M203_385-1;t;BLN;BLN;f;13.09.24 10:51;released;information;08∞ 41,303' N;041∞ 10,909' W;3849;1;106;189.0;7.0;04;0
386;t;1;M203_386-1;t;CTD;CTD;f;13.09.24 11:08;W3, clean ship;in the water;08∞ 41,310' N;041∞ 10,886' W;3850;0;63;198.0;5.9;03;7
386;t;1;M203_386-1;t;CTD;CTD;f;13.09.24 11:26;SLmax = 608m;max depth/on ground;08∞ 41,286' N;041∞ 10,878' W;3851;1;336;189.0;5.2;03;608
386;t;1;M203_386-1;t;CTD;CTD;f;13.09.24 12:13;;on deck;08∞ 41,258' N;041∞ 10,871' W;3850;0;203;171.0;6.2;03;0
387;t;1;M203_387-1;t;BLN;BLN;f;13.09.24 13:50;released;information;08∞ 44,256' N;041∞ 23,872' W;3899;10;285;184.0;4.8;04;0
388;t;1;M203_388-1;t;BLN;BLN;f;13.09.24 16:50;released;information;08∞ 49,094' N;041∞ 52,392' W;4150;10;288;5.0;0.9;04;0
389;t;1;M203_389-1;t;BLN;BLN;f;13.09.24 19:50;released;information;08∞ 57,328' N;042∞ 21,919' W;4690;11;287;153.0;6.0;04;0
390;t;1;M203_390-1;t;BLN;BLN;f;13.09.24 22:53;released;information;09∞ 04,065' N;042∞ 51,888' W;4849;2;197;201.0;3.6;04;0
391;t;1;M203_391-1;t;MSS;MSS;f;13.09.24 23:00;;profile start;09∞ 04,017' N;042∞ 52,011' W;4849;0;205;174.0;7.1;04;0
391;t;1;M203_391-1;t;MSS;MSS;f;13.09.24 23:30;;profile end;09∞ 03,597' N;042∞ 52,288' W;4855;1;189;145.0;8.3;03;0
392;t;1;M203_392-1;t;CTD;CTD;f;13.09.24 23:37;W3, clean ship;in the water;09∞ 03,568' N;042∞ 52,295' W;4854;0;181;164.0;7.6;03;2
392;t;1;M203_392-1;t;CTD;CTD;f;14.09.24 00:17;SLmax = 2029m;max depth/on ground;09∞ 03,563' N;042∞ 52,292' W;4853;0;327;154.0;6.6;03;2029
392;t;1;M203_392-1;t;CTD;CTD;f;14.09.24 00:54;;on deck;09∞ 03,588' N;042∞ 52,295' W;4855;0;222;169.0;5.9;03;0
393;t;1;M203_393-1;t;BLN;BLN;f;14.09.24 01:50;released;information;09∞ 05,266' N;042∞ 57,067' W;4765;9;282;166.0;7.0;03;0
394;t;1;M203_394-1;t;BLN;BLN;f;14.09.24 04:50;released;information;09∞ 11,905' N;043∞ 26,357' W;4842;9;285;175.0;6.8;03;0
395;t;1;M203_395-1;t;BLN;BLN;f;14.09.24 07:50;released;information;09∞ 18,457' N;043∞ 55,746' W;4999;10;284;171.0;5.1;03;0
396;t;1;M203_396-1;t;BLN;BLN;f;14.09.24 10:50;released;information;09∞ 25,241' N;044∞ 24,966' W;4743;8;285;211.0;4.0;04;0
397;t;1;M203_397-1;t;MSS;MSS;f;14.09.24 10:58;;profile start;09∞ 25,194' N;044∞ 25,331' W;4844;0;198;203.0;5.8;04;0
397;t;1;M203_397-1;t;MSS;MSS;f;14.09.24 11:28;;profile end;09∞ 24,947' N;044∞ 25,538' W;4846;0;253;181.0;5.8;03;0
398;t;1;M203_398-1;t;CTD;CTD;f;14.09.24 11:34;W3, clean ship;in the water;09∞ 24,947' N;044∞ 25,538' W;4844;0;3;219.0;5.2;03;0
398;t;1;M203_398-1;t;CTD;CTD;f;14.09.24 12:14;SLmax = 2029m;max depth/on ground;09∞ 24,945' N;044∞ 25,537' W;4850;0;153;171.0;6.9;03;2028
398;t;1;M203_398-1;t;CTD;CTD;f;14.09.24 12:52;;on deck;09∞ 24,943' N;044∞ 25,534' W;4846;0;103;158.0;7.8;03;0
399;t;1;M203_399-1;t;BLN;BLN;f;14.09.24 13:51;released;information;09∞ 26,570' N;044∞ 31,717' W;4846;10;285;151.0;6.9;03;0
400;t;1;M203_400-1;t;BLN;BLN;f;14.09.24 16:50;released;information;09∞ 33,106' N;045∞ 00,290' W;4839;10;282;191.0;6.6;03;0
401;t;1;M203_401-1;t;BLN;BLN;f;14.09.24 20:13;released;information;09∞ 40,516' N;045∞ 33,268' W;4848;10;285;200.0;3.1;03;0
402;t;1;M203_402-1;t;BLN;BLN;f;14.09.24 22:46;released;information;09∞ 46,063' N;045∞ 58,106' W;4855;10;279;210.0;2.7;03;0
403;t;1;M203_403-1;t;CTD;CTD;f;15.09.24 01:30;W3, clean ship;in the water;09∞ 51,659' N;046∞ 23,620' W;4843;1;49;153.0;3.2;03;2
403;t;1;M203_403-1;t;CTD;CTD;f;15.09.24 02:09;SLmax = 2029m;max depth/on ground;09∞ 51,667' N;046∞ 23,613' W;4842;1;326;154.0;2.9;03;2029
403;t;1;M203_403-1;t;CTD;CTD;f;15.09.24 02:58;;on deck;09∞ 51,715' N;046∞ 23,600' W;4843;0;98;169.0;4.2;03;0
404;t;1;M203_404-1;t;BLN;BLN;f;15.09.24 01:56;released;information;09∞ 51,665' N;046∞ 23,612' W;4842;0;356;155.0;3.5;03;1225
405;t;1;M203_405-1;t;MSS;MSS;f;15.09.24 03:07;;in the water;09∞ 51,662' N;046∞ 23,613' W;4843;2;177;162.0;4.4;03;0
405;t;1;M203_405-1;t;MSS;MSS;f;15.09.24 03:45;;on deck;09∞ 50,945' N;046∞ 23,816' W;4842;2;186;150.0;2.6;03;0
406;t;1;M203_406-1;t;CTD;CTD;f;15.09.24 04:02;W3, clean ship;in the water;09∞ 50,934' N;046∞ 23,819' W;4841;0;188;156.0;2.7;03;0
406;t;1;M203_406-1;t;CTD;CTD;f;15.09.24 04:06;SLmax = 30m;max depth/on ground;09∞ 50,931' N;046∞ 23,819' W;4841;0;178;133.0;2.6;03;30
406;t;1;M203_406-1;t;CTD;CTD;f;15.09.24 04:11;;on deck;09∞ 50,935' N;046∞ 23,817' W;4842;0;90;161.0;3.5;03;0
407;t;1;M203_407-1;t;BLN;BLN;f;15.09.24 04:50;released;information;09∞ 52,444' N;046∞ 27,860' W;4838;10;290;164.0;8.0;03;0
408;t;1;M203_408-1;t;BLN;BLN;f;15.09.24 05:05;Released;information;09∞ 53,248' N;046∞ 30,182' W;4836;10;288;307.0;4.9;03;0
409;t;1;M203_409-1;t;BLN;BLN;f;15.09.24 06:04;released;information;09∞ 55,439' N;046∞ 39,830' W;4830;9;279;92.0;4.6;03;0
410;t;1;M203_410-1;t;BLN;BLN;f;15.09.24 07:51;released;information;09∞ 59,582' N;046∞ 57,113' W;4827;10;284;191.0;6.5;03;0
411;t;1;M203_411-1;t;MSS;MSS;f;15.09.24 09:02;;in the water;10∞ 00,006' N;046∞ 59,978' W;4829;1;164;230.0;8.7;03;0
411;t;1;M203_411-1;t;MSS;MSS;f;15.09.24 09:28;;on deck;09∞ 59,801' N;047∞ 00,165' W;4827;1;237;225.0;5.6;10;0
412;t;1;M203_412-1;t;CTD;CTD;f;15.09.24 09:37;W3, clean ship;in the water;09∞ 59,794' N;047∞ 00,173' W;4828;0;187;233.0;5.3;03;4
412;t;1;M203_412-1;t;CTD;CTD;f;15.09.24 10:18;SLmax = 2068m;max depth/on ground;09∞ 59,794' N;047∞ 00,172' W;4827;0;154;219.0;3.6;03;2068
412;t;1;M203_412-1;t;CTD;CTD;f;15.09.24 10:57;;on deck;09∞ 59,794' N;047∞ 00,172' W;4827;0;105;212.0;6.1;03;0
413;t;1;M203_413-1;t;BLN;BLN;f;15.09.24 10:50;released;information;09∞ 59,793' N;047∞ 00,172' W;4827;0;340;234.0;5.2;03;220
414;t;1;M203_414-1;t;DRIFT;DRIFT;f;15.09.24 11:35;Ankerstein zu Wasser;in the water;09∞ 59,972' N;046∞ 59,918' W;4827;0;192;184.0;12.9;04;0
414;t;1;M203_414-1;t;DRIFT;DRIFT;f;15.09.24 11:52;Kopfboje zu Wasser;in the water;09∞ 59,952' N;046∞ 59,898' W;4827;1;121;193.0;7.2;04;0
415;t;1;M203_415-1;t;GLIDER;GLIDER;f;15.09.24 12:09;Boot zu Wasser;in the water;09∞ 59,875' N;046∞ 59,779' W;4829;1;20;202.0;6.7;04;0
415;t;1;M203_415-1;t;GLIDER;GLIDER;f;15.09.24 12:16;Glider ifm50 im Wasser;information;09∞ 59,964' N;046∞ 59,741' W;4827;1;30;197.0;9.5;04;0
415;t;1;M203_415-1;t;GLIDER;GLIDER;f;15.09.24 12:22;Boot an Deck;on deck;10∞ 00,035' N;046∞ 59,704' W;4829;1;19;194.0;8.2;04;0
416;t;1;M203_416-1;t;BLN;BLN;f;15.09.24 13:51;released;information;09∞ 53,259' N;046∞ 59,995' W;4822;10;179;197.0;6.5;04;0
417;t;1;M203_417-1;t;GLIDER;GLIDER;f;15.09.24 14:56;Schlauchboot zu Wasser;in the water;09∞ 45,084' N;047∞ 00,033' W;4812;1;13;189.0;6.6;04;0
417;t;1;M203_417-1;t;GLIDER;GLIDER;f;15.09.24 15:01;Glider ifm 14 im Wasser;information;09∞ 45,137' N;047∞ 00,054' W;4811;1;330;183.0;5.8;04;0
417;t;1;M203_417-1;t;GLIDER;GLIDER;f;15.09.24 15:13;Schlauchboot an Deck;on deck;09∞ 45,275' N;046∞ 59,991' W;4810;3;77;168.0;6.2;04;0
418;t;1;M203_418-1;t;DRIFT;DRIFT;f;15.09.24 15:48;Ankerstein und Wirewalker zu Wasser;in the water;09∞ 44,860' N;046∞ 59,936' W;4809;0;146;179.0;5.7;04;0
418;t;1;M203_418-1;t;DRIFT;DRIFT;f;15.09.24 16:16;Kopfboje zu Wasser;in the water;09∞ 44,730' N;046∞ 59,778' W;4808;1;138;193.0;3.9;04;0
419;t;1;M203_419-1;t;BLN;BLN;f;15.09.24 16:50;released;information;09∞ 40,631' N;047∞ 00,450' W;4799;9;216;205.0;5.7;10;0
420;t;1;M203_420-1;t;BLN;BLN;f;15.09.24 19:49;released;information;09∞ 14,520' N;047∞ 13,371' W;4710;9;208;222.0;4.5;10;0
421;t;1;M203_421-1;t;BLN;BLN;f;15.09.24 22:47;released;information;08∞ 48,458' N;047∞ 24,793' W;4608;10;203;214.0;4.5;10;0
422;t;1;M203_422-1;t;MSS;MSS;f;16.09.24 00:00;;profile start;08∞ 37,920' N;047∞ 28,535' W;4566;0;200;190.0;4.7;10;0
422;t;1;M203_422-1;t;MSS;MSS;f;16.09.24 00:33;;profile end;08∞ 37,786' N;047∞ 28,578' W;4564;0;258;184.0;5.9;03;0
423;t;1;M203_423-1;t;CTD;CTD;f;16.09.24 00:39;W3, clean ship;in the water;08∞ 37,786' N;047∞ 28,580' W;4564;0;195;185.0;6.2;03;3
423;t;1;M203_423-1;t;CTD;CTD;f;16.09.24 01:23;SLmax = 2030m;max depth/on ground;08∞ 37,787' N;047∞ 28,580' W;4565;0;296;181.0;4.9;03;2029
423;t;1;M203_423-1;t;CTD;CTD;f;16.09.24 01:58;;on deck;08∞ 37,786' N;047∞ 28,581' W;4564;0;353;169.0;4.1;03;0
424;t;1;M203_424-1;t;BLN;BLN;f;16.09.24 01:50;released;information;08∞ 37,787' N;047∞ 28,579' W;4564;0;141;153.0;4.7;03;355
425;t;1;M203_425-1;t;BLN;BLN;f;16.09.24 04:50;released;information;08∞ 15,035' N;047∞ 32,398' W;4463;10;189;196.0;6.6;03;0
426;t;1;M203_426-1;t;BLN;BLN;f;16.09.24 07:48;released;information;07∞ 44,818' N;047∞ 37,748' W;4351;10;188;150.0;5.3;03;0
427;t;1;M203_427-1;t;MSS;MSS;f;16.09.24 10:16;;in the water;07∞ 29,836' N;047∞ 40,286' W;4283;2;148;141.0;5.4;03;0
427;t;1;M203_427-1;t;MSS;MSS;f;16.09.24 10:47;;on deck;07∞ 29,201' N;047∞ 39,922' W;4280;1;159;153.0;4.8;03;0
428;t;1;M203_428-1;t;BLN;BLN;f;16.09.24 10:50;released;information;07∞ 29,177' N;047∞ 39,910' W;4278;0;219;160.0;5.1;03;0
429;t;1;M203_429-1;t;CTD;CTD;f;16.09.24 10:59;W3, clean ship;in the water;07∞ 29,167' N;047∞ 39,904' W;4281;0;79;133.0;5.8;03;2
429;t;1;M203_429-1;t;CTD;CTD;f;16.09.24 11:38;SLmax = 2029m;max depth/on ground;07∞ 29,164' N;047∞ 39,902' W;4279;0;110;143.0;4.2;03;2028
429;t;1;M203_429-1;t;CTD;CTD;f;16.09.24 12:15;;on deck;07∞ 29,095' N;047∞ 39,868' W;4279;0;158;129.0;4.5;03;0
430;t;1;M203_430-1;t;BLN;BLN;f;16.09.24 13:50;released;information;07∞ 30,928' N;047∞ 41,043' W;4289;0;313;147.0;4.2;03;0
431;t;1;M203_431-1;t;MSS;MSS;f;16.09.24 18:32;;in the water;07∞ 01,490' N;047∞ 42,878' W;4145;1;166;141.0;6.2;04;0
431;t;1;M203_431-1;t;MSS;MSS;f;16.09.24 19:05;;on deck;07∞ 00,702' N;047∞ 42,730' W;4139;1;169;142.0;5.6;03;0
432;t;1;M203_432-1;t;CTD;CTD;f;16.09.24 19:09;W3, clean ship;in the water;07∞ 00,685' N;047∞ 42,725' W;4139;0;26;141.0;5.0;03;2
432;t;1;M203_432-1;t;CTD;CTD;f;16.09.24 19:49;SLmax = 2039m;max depth/on ground;07∞ 00,666' N;047∞ 42,706' W;4138;0;174;137.0;5.5;03;2039
432;t;1;M203_432-1;t;CTD;CTD;f;16.09.24 20:40;;on deck;07∞ 00,633' N;047∞ 42,680' W;4138;0;112;126.0;5.7;03;0
433;t;1;M203_433-1;t;BLN;BLN;f;16.09.24 19:50;released;information;07∞ 00,665' N;047∞ 42,705' W;4138;1;123;144.0;4.4;03;2039
434;t;1;M203_434-1;t;BLN;BLN;f;16.09.24 22:46;released;information;06∞ 43,409' N;047∞ 34,437' W;4072;10;156;126.0;5.2;03;0
435;t;1;M203_435-1;t;BLN;BLN;f;17.09.24 01:54;released;information;06∞ 15,052' N;047∞ 21,124' W;3925;10;155;115.0;8.3;03;0
436;t;1;M203_436-1;t;CTD;CTD;f;17.09.24 03:38;W3, clean ship ;in the water;06∞ 01,168' N;047∞ 14,757' W;3882;0;5;132.0;7.8;03;2
436;t;1;M203_436-1;t;CTD;CTD;f;17.09.24 04:23;SLmax = 2045m;max depth/on ground;06∞ 01,215' N;047∞ 14,665' W;3878;1;337;140.0;8.4;03;2044
